title,link,description,cafename,cafeurl
수면측정 어느정도 맞는듯,http://cafe.naver.com/facebot/729546,워치 구매후 수면측정 4회 했는데 그제 70점일때랑 어제 57점이랑 점수에따라 피로도가 확 틀린것같아요.. 어제 자기전에 딸래미 과자 몇개 주서먹었다고 그런건지ㅡㅡ;;; 지금 피곤피곤ㅠㅜ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치4 최초체험단 수면측정에서 문이 드려요,http://cafe.naver.com/anycallusershow/3798613,제목에는 간략한 질문내용 표시 사용기종 : 워치4 44mm 실버 질문내용 : (구체적으로): 수면 측정 유의사항에는 5번으로 나와있는데 도장은 2번 밖에 없어서요 그래서 워치받고 어제도 측정하고 오늘도 측정했는데 1차... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
"만 22세 이하는 왜 ecg, 혈압측정 못하나요?? 그리고 수면 측정 질문 있습니다!",http://cafe.naver.com/anycallusershow/4045249,"제목에는 간략한 질문내용 표시 사용기종 : 워치4 질문내용 : (구체적으로): 만 22세 이하는 왜 ecg, 혈압측정 못하나요?? 궁금하네요 그리고 수면 측정 이 상태에서 자면 측정 되나요?",삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
인스팅트2 솔라 수면측정이 안되서 일주일도 안 되서 AS보냈습니다. ㅠㅠ,http://cafe.naver.com/finisherclub/59537,"수면측정이 안되서, 여기에서도 질문 해보고, 인터넷 검색도 해보고,, 유투브에서도 찾아보고, 본사에 전화로 문의해보고,, 온갖 방법을 동원해서 해 봤는데,,,,,, 단 한번도 측정이 되지를 않더라구요. 심지어,, 워치를... ",피니셔클럽,https://cafe.naver.com/finisherclub
수면측정 방법 좀 알려주세요~,http://cafe.naver.com/facebot/761463,"사용기종 : 워치4, 핏2 질문내용(구체적으로) : 핏2를 차고 자면서 수면측정을 해보려고 하는데 도무지 방법을 모르겠습니다ㅠ 아시는 분 계심 방법 좀 부탁드릴께요! 워치4도 사용하고 있는 관계로 워치4에서의 수면측정... ",갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치4 수면 측정은 자동으로 되는 게 맞나요?,http://cafe.naver.com/anycallusershow/3868599,제목에는 간략한 질문내용 표시 사용기종 : 질문내용 : (구체적으로): 워치4 수면 측정 해보고 싶어서 착용하고 자봤는데 수면 측정이 되지 않더라고요 혹시 따로 잡아줘야 되는 설정이 있는 건지 궁금합니다 아시는 분... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
수면측정,http://cafe.naver.com/facebot/777507,사용기종 : 갤럭시워치4 44mm 블랙 질문내용(구체적으로) : 갤럭시핏2 쓸때부터 쭉 수면측정을 해왔는데 보통 수면점수가 얼마나 되시나요 전 40~60점대에서 벗어나질 않네요..ㅎ 깊은 수면은 30분 이상을 못넘기고 ㅠㅠ... ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치4 수면측정 오류인가요?,http://cafe.naver.com/facebot/829277,사용기종 : 워치4 질문내용(구체적으로) : 오늘 자기전에 워치 수면모드 켜놓고 잤습니다.그러다 6시반쯩 깨서 수면모드를 끄고 다시 자서 9시에 일어났는데 끈 이후는 측정이 전혀 안되어있어요. 오류일까요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치4 수면측정,http://cafe.naver.com/facebot/726475,사용기종 : 워치4 질문내용(구체적으로) : 안녕하세요 워치4 체험단 구매해서 몇일째 사용중인데 수면측정만 한번도 안돼네요 제가 잠버릇이 심해 많이 뒤척이는데 잠버릇때문에 안되는걸까요 ? 체험단 미션도 못하고... ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
피닉스7 모델 수면모드가 궁금해서 카페글 검색해봤는데,http://cafe.naver.com/finisherclub/60470,피닉스7 이전 모델들은 잠들면 자동으로 수면측정 해줬단거 같은데 피닉스7은 수동으로 수면모드를 켜주거나 지정한 시간에만 수면이 측정되나보네요. 다른 스마트워치처럼 잠들면 자동으로 인식해줌 좋을텐데... 뭐... ,피니셔클럽,https://cafe.naver.com/finisherclub
워치 수면측정,http://cafe.naver.com/anycallusershow/3935909,제목에는 간략한 질문내용 표시 사용기종 : 워치4 질문내용 : (구체적으로): 3일 전부터 워치에서 수면측정이 안되네요 그전에는 됐었는데 갑자기 그러네요ㅜㅜ 제가 모르고 다른 설정을 만져서 그런건지.. 도통 모르겠어요... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
수면 측정 해 보았습니다.,http://cafe.naver.com/facebot/943340,사용기종 : 갤럭시워치4 워치 구매 후 처음 수면 측정을 했는데 코고는 소리까지 녹음이 되더라되더라구요. 넘 신기합니다. 이제 코 안골았다고 거짓말도 못 하겠습니다.,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치4 수면측정기능,http://cafe.naver.com/facebot/826218,사용기종 : 워치4 44mm 질문내용(구체적으로) : 워치4 수면측정된거 초기화 하는 방법은 없을까요 넷플 보다가 수면 측정이 되잇더라구요 그래서 1시간20분가량 측정된거 초기화 하려했는데 못찾아서요 ㅠㅠ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
액티브2 수면측정 오류,http://cafe.naver.com/anycallusershow/3048437,지난번에 구입한 액티브2가 수면측정시 기상시간 측정이 제대로 안되서 일어난 시간이 아닌 수면측정 위젯을 터치하거나 시계를 푼 시간이 기상 시간으로 측정되는 오류가 발생해서 환불받기로 했습니다.그리고 어제... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
어플 수면 측정에서 잠든시간 깬시간,http://cafe.naver.com/facebot/897444,사용기종 : 갤럭시 워치 4 질문내용(구체적으로) : 어플에서 수면시간 측정에서 잠든시간이랑 깬 시간 쉽게 알수있는 방법이 있을까요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
수면측정,http://cafe.naver.com/anycallusershow/3916790,제목에는 간략한 질문내용 표시 사용기종 : 질문내용 : (구체적으로): 워치4 차고 누워서 티비보거나 폰만지고 있으면 수면측정되는경우가 있는데 다른분들도 그러신가요? 매번 그러는건 아니지만 자주 그런경우가... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
수면측정은 그래도,http://cafe.naver.com/anycallusershow/3783065,스마트 밴드죠? ㅋㅋㅋㅋ 워치 끼고 잠자는 사람 존경합니다.. 수면 측정 이벤트때문에 억지로 자봅니다..,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
애플 워치5 수면 측정,http://cafe.naver.com/appleiphone/6133764,애플워치5로 입문하였는데...(67일된 중고가 싸게올라와서..) 수면 측정 오토 슬립 어플말고 워치에서는 따로 안되나요?? 미밴드4 쓸때 수면 측정을 잘써서 좋았는데..,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
수면 측정기능 어떻게 하나요?,http://cafe.naver.com/facebot/825850,사용기종 : 갤럭시 워치 4 실버 40mm 질문내용(구체적으로) : 수면측정기능을 사용해보려는데 착용하고 자면되는건가요? 아니면 취침모드를 켜고 자야되는 건가요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
액티브 수면 측정 부정확,http://cafe.naver.com/anycallusershow/3524885,그리고 웃긴게 어제 중간에 시계를 3시간 정도 벗어두고 잘 때 다시 차고잤는데 벗어논 3시간 마저도 수면측정으로 기록 된 거보고 황당했네요 ㅋㅋ 저는 구기종을 쓰고 있어서 그런건지 액티브2나 워치류 쓰시는 분들은... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
수면기록 측정,http://cafe.naver.com/facebot/923184,오늘 첨으로 수면 측정해봤어요.. 67점이라니 ㅠ수면 질을 높히려고 노력해야겟어요! 워치로 이런걸 할수있다니 너무 좋은 것 같아요!!,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
"애플워치 Se,6 수면 측정기능 차이 많을까여??",http://cafe.naver.com/appleiphone/6237518,aod는 필요없고 수면측정 주요하게 사용하려는데여 Se도 수면측정기능이 가능한거는 알지만 좀더 정확한 수치 측정에 워치6에 있는 산소포화도측정 기능이수면측정에 영향 많이 끼칠까여??,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
미밴드5 수면 측정.... 정상??,http://cafe.naver.com/xst/454102,깊은수면이 최대가 1시간 초반인데 체크 기능이 더 정확해져서 제가 제대로 못잔다는걸 이제 확인한 걸까요?? 아니면 측정이 이상한건지;;; 혹시 2시간 이상 체크 되는분 계신가요??,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
저만 요즘 갤워치1 수면 측정 안되나요,http://cafe.naver.com/develoid/953335,질문 대상 기기 ▶ SM-R810 (갤워치 1세대) 질문 키워드 ▶ 자동 측정 안됨 질문 내용 ▼ 이번에 삼성 헬스가 새 one ui에 맞춰서 좀 ui가 변했는데 그 이후로 수면 측정이랑 운동 자동 측정이 안됩니다. 수면 측정은 깊이... ,디벨로이드 [ IT 테크 커뮤니티 ],https://cafe.naver.com/develoid
미밴드5 수면측정 계속 오류나네요(수면데이터없음),http://cafe.naver.com/xst/460057,PAI는 초반에 하루에1씩 오르다가 수요일과 목요일 운동을 나갔더니 지금은 61까지 올랐고 혈압이나 스트레스등의 측정은 잘되는데 유독 수면만 측정이 잘 안되네요. 밴드는 타이트한상태에서 한칸 아래로 사용중..... ,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
수면측정 해보신분??,http://cafe.naver.com/injecter3/26629,잘때 수면측정을 해봤는데 점수가 50점정도 밖에 안나오네요 깊은 수면이 0분일때도 있고 길어봐야 10분정도입니다. 다른회원님들은 깊은수면 몇분정도 나오고 점수는 어떻게 되시나요? 제가 잠을 잘 못자는 건가요?ㅠㅠ,웨어 OS 스마트워치 [갤럭시 워치5/워...,https://cafe.naver.com/injecter3
지하철 출퇴근 수면측정 가능?,http://cafe.naver.com/facebot/758817,지하철이나 버스에 앉아갈 때 30분에서 1시간 졸거나 자는 편입니다. 움직이는 차량 안에서 앉아서 잘 때도 수면측정이 가능한가요?? 일단 오늘 출근길에선 측정이 안된것 같은데.. 원래 측정이 안되는건지 궁금해서요,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
어메이즈핏gts 수면측정 별로네요,http://cafe.naver.com/xst/464383,미밴드2개- 핏빕- 어메이즈핏gts 까지 계속 쓰고있는데 gts수면측정기능이 제일 별로네요. 가격은 제일 비싼데... 일단 수면시간도 잘 안맞고 깊은수면측정도 잘 안되는것 같습니다. 수면중심박수는 꺼놓고... ,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
미밴드5 수면측정과 Pai 질문입니다!,http://cafe.naver.com/xst/459680,사진처럼 수면 측정이 안되는경우가있거나 측정은 되었는데 낮잠자고 나니 측정값이 없어지는 경우가 있는데 이 경우 불량일까요? 2. Pai값이 하루에 1-2정도씩 오르던데 같이 활동한 여자친구는 20-30씩 올라있더라구요... ,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
핏2 수면측정 질문입니다,http://cafe.naver.com/anycallusershow/3490587,사용기종 : 갤럭시핏2 질문내용 : 사용하면서 수면측정을 하고 있는데 다른분들은 렘수면이 나오는데 저는 렘수면 측정이 안되네요ㅠ 심박수때문인가 해서 심박수 휴식중 30분으로 해놨었는데도 렘수면 안나오는게... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
[미밴드6] 수면 측정 잘되시나요?,http://cafe.naver.com/xst/518585,"Fitbit Charge 3 한 2년 반 정도 쓰다가 완전 맛이가서, 갤핏2랑 미밴드6 고민하다 미밴드6로 넘어왓는데 어제 하루 지만 수면 측정이 앱에서 안뜨네요. 근데 또 미밴드6 기기에는 4시간이라 떠있는데, 세부사항은... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
수면측정 미션 궁금한점,http://cafe.naver.com/anycallusershow/3779266,"일단 메인은 1차수 1회, 2차수 2회 총 2회 이상 측정인데 하단 주의사항 보면은 수면측정에 이벤트 기간 중 하루에 한 번, 총 5일 동안 미션 완료 메세지를 확인해야 일차 미션 성공한다는데 무엇이 맞는 내용인지... ",삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
수면측정 신기하네요,http://cafe.naver.com/facebot/722634,따로 설정하지 않아도 잠들면 저절로 그때부터 시간 측정해서 수면시간 얕은수면 깊은수면 등 알아서 측정해주니 신기하네요. 수면점수가 매우 안젛게 나와서 놀랐습니다 ㅎㅎ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
수면측정 질문,http://cafe.naver.com/facebot/840556,사용기종 : 갤럭시워치4 40mm 질문내용(구체적으로) : 수면측정할때 폰이랑 연동 꺼두 작동이 되나요? 그외에 배터리 때문에 와이파이꺼도 작동이 되는걸까요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치4 잘못된 수면측정?,http://cafe.naver.com/anycallusershow/3826442,완충되서 테이블에 워치 놓고 컴터좀 하고 왔더니 지멋대로 수면측정 하네요.. 벌써 두번째... 제목에는 간략한 질문내용 표시 사용기종 : 질문내용 : (구체적으로): 제목에는 간략한 질문내용 표시 사용기종 : 질문내용... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
