title,isEdited,userName,review,rating,date,developerResponse
기능추가 부탁드려요ㅠㅠ,False,류류류류류라,"개발자님 제가 앱을 잘 이해못하고 있는건지도 있는데요, 집중시간 끝나면 알람 울리는 기능 있나요?
없다면 원하는 사람은 할 수 있게 기능추가해주심 안될까요ㅠㅠ? 집에서 혼자 공부하는 재수생인데 학교 수업시간 처럼 50분 설정해두고 알람 울리면 좋겠어요!! 안그럼 몇시간 남았나 계속 보게되요..
그리고 가끔  (아이폰입니다) 그냥 홈버튼 누르고 들어가면 막 휴대폰 사용하고있어도 시간 그대로 가는현상이 발생하는데 왜 그런지 모르겠어요",5,2022-04-13 18:04:20,
오류인가요 원래 이런 앱인가요ㅡㅡ,False,어여우누투탸어웉,30분 설정해놓고 20분동안 나무 자라다가 중간에 다른 인터넷 봤으면 20분이라고 시간이 설정되고 나무가 죽어야 하잖아요 그런데 30분이라고 기록되어있고 나무가 심어져있어요ㅠㅠ 시간도 비정확하게 자꾸 이러고 나무도 심어지고 앱을 왜 샀는지 모르겠네요ㅠㅠ,1,2018-01-15 07:45:52,
"나에게도, 지구촌에게도 너무 좋은 앱!",False,필터진짜아오,"이거야 말로 1석2조가 아닐까 싶습니다:) 집중할 수 있은 모드도 2가지(초집중모드, 일반모드)여서 영상을 보며 공부할땐 초집중모드를 끄고, 그 외에는 초집중모드로 하면 집중력에도 너무 좋구요. 또 코인을 모아 실제 나무를 심을 수 있다는 거에도 엄청난 메리트를 느낍니다! 나무 모으는 재미도 얼마나 쏠쏠한지ㅠㅠ...한정판 나무를 사려고 현금결제도 쬐에끔 했는데, 잠깐 할 게임에 결제하고 난 뒤 느껴지는 허무함이 아닌, 앱개발과 나무 심는 부분에 사용한다 생각하니 기부같고 개인적으로 뿌듯하더라고요^.^ 처음엔 이런 어플인지 모르고 구매했다가 생각보다 달라서 실망했는데 지금은 가장 자주 사용하는 앱입니다. 번창하세요~",5,2020-04-10 13:13:01,
유료앱 넘 만족해요,False,머학,"사실 아이폰 쓰기 전에 무료로 써본적이 있어서, 다시 공부도 하고 핸드폰 시간도 줄일 겸 시험을 앞두고 소비하게 된 대학생입니다ㅋㅋㅋㅋㅋㅋ 이거 쓰니까 스크린타임이 정말 4분의 1로 줄었어요! 할 것도 없으니 할 것들 하게 되고요. 게임처럼 보상도 있어서 좋습니다ㅎㅎ 하나의 건의사항은 애플워치에서는 보기만 가능하다는 게 아쉬워용... 나무를 심을 수 있도록 해주시면 좋겠습니다!",5,2021-10-04 15:28:57,
감사히 잘 활용하겠습니다,False,엄희관,"시간관리를 유용하게 할 수 있는 앱입니다! 추가적으로 다양한 아이템과 재미요소들로 앱 사용을 독려하여 좋습니다. 
건의사항(?)으로는 이전에 사용했던 시간관리앱은 휴대폰화면을 뒤집으면 시간이 가는 형태로 순수집중 시간을 파익할 수 있었는데 Forest도 해당 기능을 제공해주면 좋을 것 같습니다! 막상 시간을 설정했지만 급하게 다른 볼 일이 있어 잠시 집중을 못 하면 흘러가는 시간이 아깝거나 중간에 중단시키는것이 아쉽더라고요..
이외의 기능은 아직까지는 매우 만족하면서 쓰고 있습니다! 좋은 앱 감사합니다 :)",5,2021-01-21 21:23:30,
음악 추가를 요청합니다!,False,00yeonii,안녕하세요. 평소 포레스트를 잘 사용하고 있는 애용자입니다. 음악기능을 사용한지 몇 달이 되었는데요. 요즘은 장작소리가 집중이 잘 되는 것 같아서 유튜브로 듣게 됩니다. 그런데 유튜브는 아무래도 다른 유혹거리가 많고 폰으로 접속할 경우 배터리가 빨리 닳는다는 단점들이 있어서요. 포레스트 음악에 '장작소리 asmr'이 추가되면 좋을 것 같아서 이렇게 리뷰 글 남깁니다! 꼭 들어주셨으면 좋겠어요. 장작소리.. 제발 plz..🪵🔥,5,2021-09-23 05:33:51,
핸드폰중독에서 벗어날수 있을 것 같아요,False,어떤별명이좋을까나,습관적으로 핸드폰 정말 많이 보는데 조절할 수 있게 만들어주네요. 그냥 속는셈치고 커피 한잔 값이다 생각하고 결제했는데 생각보다 괜찮아요. 설정해둔 시간만큼은 다른어플 잠시라도 들어가면 나무가 죽어버리니까 죄책감이 들어서 자연스럽게 폰과 멀어질 수 있구요. 키우는 나무마다 카테고리 정해서 일 공부 휴식 운동 등등으로 저만의 숲을 완성 시킬 수 있으니 좋네요. 목표한 시간 채울 때마다 코인도 주는데 그 코인으로는 BGM도 살수 있고 다른 나무도 살수 있고 성취감을 키워주네요. 추천합니다.,5,2020-03-09 05:37:23,
너무너무좋아요ㅠㅠ 최고의 앱,False,님들이앱깔지마세요,"팁 하나 알려드리자면 forest 나만의 꽃 테스트 결과를 앱으로 가져와서 키울 수 있어요! 만약 결과가 해바라기가 나왔다! 하면 해바라기를 제가 직접 앱 내에서 심을 수 있다는ㅎㅎ 테스트 결과창 보시면 아마 어플로 가져오는게 있을거에요! 전 등나무 랍니다ㅋㅋㅋ..
 나무가 넘 안이뻐요ㅠㅠ 하시지 말고! 테스트 합시다! 테스트 하는 방법!
@ 인터넷으로 forest 나만의 꽃 테스트 검색
@ forest 어플 내 설정 > 맨 아래 회사소개 > 나만의 꽃
++ 그리고 딱 하나... 제가 아이패드를 사용하는데 가로모드가 없더라구요ㅜ.. 언젠가 가로모드가 생겼으면 하는 그런 바램이 있습니다ㅋㅋㅠㅠ... 여러모로 넘 조아요 잘 쓰고있어요...",5,2021-04-03 01:08:11,
무조건 사세여,False,광고좀 줄여요..,"굿노트 만원 지르고,,, 잘 안 써서 유료앱은 내 인생에서 손절이다 했는데 또 질렀네요 🙄
근데 ㄹㅇㄹㅇ 너무조하,,,, 유료인 이유가 있떠 그리고 광고 하나도 안 나오고 앱인결제도 있고,,
스크린타임에서 1주일 평균시간 10시간이었는데 2시간으로 줌.. 근데 깔아서 쓰실거면 초집중모드만 쓰세요 일반모드는 다른앱 들어가도 측정돼서 켜놓고 계속 인스타보고잇음..;🤦🏻‍♀️",5,2021-01-22 13:07:00,
필요한 경우가 아니라면 정말 휴대폰을 안만지게 되네요.,False,짐꽝,"공부할 때 잠시 휴대폰은 놓아두고 쓰고 싶어 구매하였는데, 써보니 굉장히 유용한 어플이라고 생각합니다. 초집중모드라는게 있지만 잠금해제를 안해놓다보니 그 기능까지는 쓰지 않지만, 잠시나마 휴대폰으로부터 해방할 수 있었습니다.
다만, 한가지 제안드리고 싶은 것은.. 아이콘 디자인을 좀 더 이쁘게 개선해보면 어떨까 싶습니다. 다른 앱들과 나란히 놓았을 때 좀 투박한 느낌이 들어요. 개선이 된다면 홈화면에 놓고 자주자주 사용할 것 같습니다!",5,2020-12-04 13:09:39,
상점이 그냥 안들어가져요 로딩만 계속..,False,잉읭이,다른 카테고리도 몇몇개 그럼...,4,2019-12-20 15:03:38,
리뷰 이런 거 잘 안 쓰는데 너무 마음에 들어서 남깁니다,False,채악,"진짜 이렇게 좋은 아이디어를 통해서, 재미있는 방법으로 열심히 살 수 있는 앱을 만들어주셔서 정말 감사합니다.
이 앱을 쓸 때는 최소한 시간을 낭비하지는 않는 것 같아요. 저희 어머니가 소개해주셨는데 기도하고 이런 응답을 받았다고 하십니다. 역사하신 하나님께 이 모든 감사와 영광 올려드립니다.",5,2021-04-26 16:54:43,
앱내 결제도 여러 번 하고 잘 쓰고 있어요,False,상상모,"딱 한 가지 !!!화면 회전!!! 이 안 되는 게 너무 불편해요ㅠㅠ 몇 시간이나 화면을 켜놓으려면 계속 충전해놓아야 하는데, 오히려 충전기 때문에 아이패드를 세워둘 수가 없어서 매번 책상 면적을 크게 차지하고 누워 있어요. 점점 사용률이 떨어져갑니다... 화면 회전이 가능하게 고쳐주시면 정말 갓어플 소리 들을 텐데... 꼭 가능하게 업데이트 해주시면 감사하겠습니다",5,2021-05-22 05:53:39,
포레스트 앱•••,False,Geoniii,"왜 진작 안깔았을까요,,, 이 앱 사용하면서 늘 할일을 미루기만 하던 제가 조금씩 변하고 있는게 느껴져요. 나무를 키우는 컨셉 자체가 너무 귀엽고, 정말 제가 딴짓을 하게되면 그 나무한테 미안해져서 괜히 더 열심히 하게 돼요. 아직까지 불편한 점은 없으나, 앞으로 더 사용해보겠습니다!! 좋은 어플 만들어주셔서 감사합니당 🤩",5,2020-09-28 13:41:17,
씨앗일때랑 말랐을때 모습도 넘 귀엽던데,False,：^^,"심기전에 예상모습 볼 수 있ㄱㅔ 해주시면 안될까요!?
글구 넘 잘쓰고 있지만... 땅 색은 갈색이었으면 해요. ㅠㅠ 땅도 나무도 초록이라 나무가 안보여요 ㅠ 아님 옵션으로 바꿀 수라도 있으면 더 좋을거같아요(눈오는 흰색이랑, 흙색. 잔디색 세개로요!)
나무가 시간순 혹 랜덤으로 심겨지던데 배치되는 순서를 모르겟어요. 중앙에서부터 바깥방향으로 심기면 안될까요..... ? 요새 나무 다 모아서.. 순서별로 배치하는재미로 살아서요8-8

좋은 앱 감사합니다! 🙏",5,2020-09-16 17:18:50,
좋아요 근데..,False,히토미사랑하,2시간만 타임제한있는게 조금 아쉬워요. 저는 이 앱을 공부할 때 핸드폰 안 쓰려고 하는데요. 이 과제를 할 때 얼마나 걸릴 지 가늠이 안가서 시간을 잘못 측정하는 날이 많아요. 조금 남으면 공부 하기 애매하고 시간이 부족하면 다시 10분 타이머 돌리기 애매하고 그래요. 그런데 타이머 기능말고 스탑워치 기능을 추가해주시면 안될까요? 코인 얻지 않거나 제한을 두더라도 공부를 쭉 이어가고 싶은데 계속 끊겨서 조금 아쉽네요. 초집중모드에서 스탑워치 기능으로 예상 시간을 정해서 그 시간을 못 지키면 나무를 죽게 만든다는 식으로 안될까요? 만약 3시간으로 예상 시간을 정하고 2시간 40분이 지나서 다른 앱을 들어가면 나무 한 그루가 죽고 3시간 이후로 집중모드를 끄면 나무는 자라고 코인은 최대 43코인 얻는 방식으로 안 될까요?? 스탑워치 기능만 있으면 디자인도 좋고 다 좋아요. 도움이 많이 될 것 같습니다!,5,2020-04-14 07:57:15,
대박입니다 진짜😭😭,False,하다두,"공부해야하는 수험생인데 폰만 잡았다하면 2-3시간 훌쩍 지나가고, 가까스로 집중하면 20분 뒤에 다시 폰하고 다시 2-3시간 순삭이 일상이었어요..진짜 안되겠다 싶어서 공부 어플 이것저것 찾다가 다운받았는데 처음엔 뭐지하고 시작했다가 이젠 나무 더 이쁜거 사겠다고 코인모으겠다고 억지로라도 공부하게 되었어요👍👍 정해 놓은 시간동안만은 폰을 안하게 되고 저절로 공부를 하게되니까 학습시간도 엄청 늘고 그만큼 점수도 조금씩 오르고 있네요 :) 2500원 망설이지 말고 투자하세요!! 전혀 아깝지 않은 투자가 될 거예요!",5,2020-07-02 01:53:48,
랭킹시 친구 즐겨찾기 기능 만들어주세요!,False,치킨사장,"포레스트라는 앱을 제 주변 사람들에게도 추천하고 
또 이 앱을 사용하는 유저끼리 같이 나무를 심다보니 친구가 40명 언저리가 되었어요! 뿌듯하기도 하지만 랭킹에 들어가면 너무 두서없이 있어서 정말 경쟁하고 싶은 상대나 같이 스터디 하는 사람들을 찾기 어려워요😥 
즐겨찾기 기능을 만들어주시면 더 으쌰으쌰 할 수 있을 거 같아요
+ 나무 말고도 숲에 사는 동물?도 키울 수 있으면 더 좋은 앱이 될 수 있을 거 같아용!! 상점에서 더욱 더 다양한 걸 살 수 있었으면 좋겠어요!",5,2021-04-22 06:09:45,
좋아요!,False,종강시켜줘,"대학 오고나서 왜인지 모르게 생겨버린ㅠ보상심리때문에,,,,집중력이 진짜 완전 0에 가까워지고 있던 중 심각함을 깨닫고 깔았어요..ㅎ
근데 진짜 나무도 너무 예쁜 종류도 많고 집중모드 켰을 때 나오는 배경음악도 더 모으고싶은 목표의식이 막 생겨서 더 집중하게 되는 것 같아요! 좋습니다,,,,남은 학기동안 열공할게요 빠샤✊✊🥰",5,2020-10-24 19:34:58,
만족하지만 개선사항 부탁드립니다,False,두캔,"완료를 못하면 사든 나무가 생기면서 시각적으로 보여줘서 효과적이에요!
다만 공부하다 잠깐 화장실을 간다거나 할때 시간을 머출 수 없고 무조건 취소하는 방법 밖에 없어서 아쉬워요ㅠㅠ잠깐 멈춤 버튼 좀 만들어주세요..
그리고 다른 어플 사용시 시간이 흐르지 않고 자동적으로 멈췄으면 좋겠어요!",5,2021-12-06 09:39:44,"{'id': 26703489, 'body': ""Hey there! Thank you for the feedback. We can see how adding a pause button will be useful for our users, we'll definitely forward your feedback to the rest of the team. Thank you again for taking the time to provide your feedback!"", 'modified': '2021-12-08T01:50:01Z'}"
집중력 최고,False,쒜잌잇,"집중력 높이는데 최고에요 사실 스마트폰이 공부의 적인데, 초집중모드(?) 켜놓은다음에 하면 스마트폰도 덜보고, 집중해서 공부하는 것 같아 너무 만족중입니다! 한가지 아쉬운건, 태블릿pc랑 휴대폰 둘다 이 어플을 다운받아 사용중인데요, 동기화나 다른 기능은 아무 문제가 없으나, 태블릿pc로 어플을 사용할때 가로로 화면이 돌아가질 않아요 ㅠㅡㅠ 가로로 전환이 잠깐 되더라도 다시 세로로 돌아가더라구요 ㅠㅡㅠ 이 점만 고쳐주시면 정말 완벽한 어플일 것 같아요!!",5,2020-12-31 07:08:00,
